From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
ABB56387.1	Q31RD2	reviewed	RBFA_SYNE7	Ribosome-binding factor A	rbfA Synpcc7942_0355	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	137
ABB56388.1	Q31RD1	unreviewed	Q31RD1_SYNE7	DUF751 family protein	Synpcc7942_0356	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	74
ABB56389.1	P72547	unreviewed	P72547_SYNE7	Inorganic carbon transporter (Putative membrane protein)	dc14 Synpcc7942_0357	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	467
ABB56390.1	P72546	reviewed	TRMB_SYNE7	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	trmB dc13 Synpcc7942_0358	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	213
ABB56391.1	Q31RC8	unreviewed	Q31RC8_SYNE7	Calcineurin-like phosphoesterase domain-containing protein	Synpcc7942_0359	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	393
ABB56392.1	Q31RC7	unreviewed	Q31RC7_SYNE7	FIST C-domain domain-containing protein	Synpcc7942_0360	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	398
ABB56393.1	Q6BBK3	unreviewed	Q6BBK3_SYNE7	CP12	cp12 Synpcc7942_0361	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	75
ABB56394.1	Q31RC5	unreviewed	Q31RC5_SYNE7	L-lactate permease	Synpcc7942_0362	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	199
ABB56395.1	Q31RC4	unreviewed	Q31RC4_SYNE7	Uncharacterized protein	Synpcc7942_0363	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	94
ABB56396.1	Q31RC3	unreviewed	Q31RC3_SYNE7	Chromophore lyase CpcS/CpeS (EC 4.-.-.-)	cpcS Synpcc7942_0364	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	183
ABB56397.1	Q31RC2	unreviewed	Q31RC2_SYNE7	Response regulator receiver domain protein (CheY-like)	Synpcc7942_0365	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	209
ABB56398.1	Q31RC1	unreviewed	Q31RC1_SYNE7	Sulfate transporter	Synpcc7942_0366	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	727
ABB56399.1	Q31RC0	unreviewed	Q31RC0_SYNE7	Na+-dependent transporter-like	Synpcc7942_0367	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	307
ABB56400.1	Q31RB9	unreviewed	Q31RB9_SYNE7	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	xseA Synpcc7942_0368	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	450
ABB56401.1	Q31RB8	unreviewed	Q31RB8_SYNE7	Flavin-containing monoamine oxidase	Synpcc7942_0369	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	484
ABB56402.1	Q31RB7	unreviewed	Q31RB7_SYNE7	O-acetylhomoserine/O-acetylserine sulfhydrylase (EC 2.5.1.49)	Synpcc7942_0370	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	434
ABB56403.1	Q31RB6	reviewed	METAA_SYNE7	Homoserine O-acetyltransferase (HAT) (EC 2.3.1.31) (Homoserine transacetylase) (HTA)	metAA Synpcc7942_0371	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	299
ABB56404.1	Q31RB5	unreviewed	Q31RB5_SYNE7	Polymerase nucleotidyl transferase domain-containing protein	Synpcc7942_0372	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	266
ABB56405.1	Q31RB4	unreviewed	Q31RB4_SYNE7	JmjC domain-containing protein	Synpcc7942_0373	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	428
ABB56406.1	Q31RB3	unreviewed	Q31RB3_SYNE7	Uncharacterized protein	Synpcc7942_0374	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	94
ABB56407.1	Q31RB2	unreviewed	Q31RB2_SYNE7	Processing protease	Synpcc7942_0375	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	471
ABB56408.1	Q31RB1	unreviewed	Q31RB1_SYNE7	Zinc protease protein	Synpcc7942_0376	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	508
ABB56409.1	Q31RB0	unreviewed	Q31RB0_SYNE7	Uncharacterized protein	Synpcc7942_0377	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	112
ABB56410.1	Q31RA9	unreviewed	Q31RA9_SYNE7	ABC transporter permease	Synpcc7942_0378	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	264
ABB56411.1	Q31RA8	unreviewed	Q31RA8_SYNE7	Uncharacterized protein	Synpcc7942_0379	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	127
ABB56412.1	Q31RA7	unreviewed	Q31RA7_SYNE7	DUF3086 domain-containing protein	Synpcc7942_0380	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	347
ABB56413.1	Q31RA6	unreviewed	Q31RA6_SYNE7	DUF2752 domain-containing protein	Synpcc7942_0381	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	104
ABB56414.1	Q31RA5	unreviewed	Q31RA5_SYNE7	TM2 domain-containing protein	Synpcc7942_0382	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	88
ABB56415.1	Q31RA4	unreviewed	Q31RA4_SYNE7	Glycerophosphoryl diester phosphodiesterase membrane domain-containing protein	Synpcc7942_0383	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	228
ABB56416.1	Q31RA3	unreviewed	Q31RA3_SYNE7	DUF4013 domain-containing protein	Synpcc7942_0384	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	236
ABB56417.1	Q31RA2	unreviewed	Q31RA2_SYNE7	geranylgeranyl diphosphate reductase (EC 1.3.1.83) (Geranylgeranyl reductase)	Synpcc7942_0385	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	457
ABB56418.1	Q31RA1	unreviewed	Q31RA1_SYNE7	Putative gluconeogenesis factor	Synpcc7942_0386	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	469
ABB56419.1	Q31RA0	unreviewed	Q31RA0_SYNE7	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE)	Synpcc7942_0387	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	168
ABB56420.1	Q31R99	unreviewed	Q31R99_SYNE7	Probable glycosyltransferase	Synpcc7942_0388	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	373
ABB56421.1	Q31R98	unreviewed	Q31R98_SYNE7	Uncharacterized protein	Synpcc7942_0389	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	83
ABB56422.1	Q31R97	unreviewed	Q31R97_SYNE7	Chromate transporter	Synpcc7942_0390	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	383
ABB56423.1	Q31R96	unreviewed	Q31R96_SYNE7	DUF1400 domain-containing protein	Synpcc7942_0391	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	526
ABB56424.1	Q31R95	unreviewed	Q31R95_SYNE7	peptidoglycan lytic exotransglycosylase (EC 4.2.2.n1) (Murein hydrolase A)	Synpcc7942_0392	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	392
ABB56425.1	Q31R94	unreviewed	Q31R94_SYNE7	DUF2993 domain-containing protein	Synpcc7942_0393	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	226
ABB56426.1	Q31R93	unreviewed	Q31R93_SYNE7	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	Synpcc7942_0394	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	288
ABB56427.1	Q31R92	unreviewed	Q31R92_SYNE7	Transposase	Synpcc7942_0395	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	374
ABB56428.1	Q31R91	reviewed	PUR9_SYNE7	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH Synpcc7942_0396	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	513
ABB56429.1	Q31R90	unreviewed	Q31R90_SYNE7	beta-fructofuranosidase (EC 3.2.1.26)	Synpcc7942_0397	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	463
ABB56430.1	Q31R89	unreviewed	Q31R89_SYNE7	DUF4079 domain-containing protein	Synpcc7942_0398	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	152
ABB56431.1	Q31R88	unreviewed	Q31R88_SYNE7	Zn-dependent hydrolase	Synpcc7942_0399	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	250
ABB56432.1	Q31R87	unreviewed	Q31R87_SYNE7	Anthranilate synthase, component II (EC 4.1.3.27)	Synpcc7942_0400	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	200
ABB56433.1	Q31R86	unreviewed	Q31R86_SYNE7	Diacylglycerol kinase (EC 2.7.1.107)	Synpcc7942_0401	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	161
ABB56434.1	Q31R85	reviewed	YBEY_SYNE7	Endoribonuclease YbeY (EC 3.1.-.-)	ybeY Synpcc7942_0402	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	174
ABB56435.1	Q31R84	unreviewed	Q31R84_SYNE7	DUF3285 domain-containing protein	Synpcc7942_0403	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	59
ABB56436.1	Q31R83	unreviewed	Q31R83_SYNE7	Peptide chain release factor 2 (RF-2)	prfB Synpcc7942_0404	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	304
ABB56437.1	Q31R82	unreviewed	Q31R82_SYNE7	DNA polymerase III, delta subunit (EC 2.7.7.7)	Synpcc7942_0405	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	332
ABB56438.1	Q31R81	unreviewed	Q31R81_SYNE7	DUF4168 domain-containing protein	Synpcc7942_0406	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	133
ABB56439.1	Q31R80	unreviewed	Q31R80_SYNE7	Photosystem I reaction center subunit PsaK (Photosystem I subunit X)	psaK Synpcc7942_0407	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	80
ABB56440.1	Q31R79	reviewed	TRPF_SYNE7	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	trpF Synpcc7942_0408	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	217
ABB56441.1	Q31R78	unreviewed	Q31R78_SYNE7	Ribbon-helix-helix protein CopG domain-containing protein	Synpcc7942_0409	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	94
ABB56442.1	Q31R77	unreviewed	Q31R77_SYNE7	Toxin	Synpcc7942_0410	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	90
ABB56443.1	Q31R76	reviewed	TRPA_SYNE7	Tryptophan synthase alpha chain (EC 4.2.1.20)	trpA Synpcc7942_0411	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	266
ABB56444.1	Q31R75	unreviewed	Q31R75_SYNE7	DUF3007 family protein	Synpcc7942_0412	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	109
ABB56445.1	Q31R74	reviewed	NDHL_SYNE7	NAD(P)H-quinone oxidoreductase subunit L (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit L) (NDH-1 subunit L) (NDH-L)	ndhL Synpcc7942_0413	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	74
ABB56446.1	Q31R73	unreviewed	Q31R73_SYNE7	Homocysteine biosynthesis enzyme sulfur-incorporation domain-containing protein	Synpcc7942_0414	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	390
ABB56447.1	Q31R72	unreviewed	Q31R72_SYNE7	Pentapeptide repeat	Synpcc7942_0415	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	325
ABB56448.1	Q31R71	unreviewed	Q31R71_SYNE7	CopG-like ribbon-helix-helix domain-containing protein	Synpcc7942_0416	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	127
ABB56449.1	Q31R70	unreviewed	Q31R70_SYNE7	ATPase	Synpcc7942_0417	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	502
ABB56450.1	Q31R69	unreviewed	Q31R69_SYNE7	DUF1257 domain-containing protein	Synpcc7942_0418	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	116
ABB56451.1	Q31R68	reviewed	BIOB_SYNE7	Biotin synthase (EC 2.8.1.6)	bioB Synpcc7942_0419	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	320
ABB56452.1	Q31R67	unreviewed	Q31R67_SYNE7	PGM1 C-terminal domain-containing protein	Synpcc7942_0420	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	521
ABB56453.1	Q31R66	unreviewed	Q31R66_SYNE7	MAPEG family protein	Synpcc7942_0421	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	132
ABB56454.1	Q31R65	unreviewed	Q31R65_SYNE7	Uncharacterized protein	Synpcc7942_0422	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	380
ABB56455.1	Q31R64	unreviewed	Q31R64_SYNE7	Glycogen debranching protein	Synpcc7942_0423	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	72
ABB56456.1	P04996	reviewed	PSBA1_SYNE7	Photosystem II protein D1 1 (PSII D1 protein 1) (EC 1.10.3.9) (Photosystem II Q(B) protein 1)	psbA1 psbA-I Synpcc7942_0424	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	360
ABB56457.1	Q8GMQ2	unreviewed	Q8GMQ2_SYNE7	DUF760 domain-containing protein	sek0045 Synpcc7942_0425	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	125
ABB56458.1	Q8GMQ3	unreviewed	Q8GMQ3_SYNE7	Condensin subunit ScpB	sek0044 Synpcc7942_0426	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	183
ABB56459.1	Q8GMQ4	unreviewed	Q8GMQ4_SYNE7	ATPase (Putative ABC transporter)	sek0043 Synpcc7942_0427	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	282
ABB56460.1	Q8GA98	unreviewed	Q8GA98_SYNE7	(R)-citramalate synthase (EC 2.3.3.21)	leu1 Synpcc7942_0428	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	542
ABB56461.1	Q31R58	unreviewed	Q31R58_SYNE7	Uncharacterized protein	Synpcc7942_0429	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	179
ABB56462.1	Q8GAA0	reviewed	DXS_SYNE7	1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)	dxs Synpcc7942_0430 sel0040	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	636
ABB56463.1	Q31R56	unreviewed	Q31R56_SYNE7	FAD-binding domain-containing protein	Synpcc7942_0431	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	422
ABB56464.1	Q8GAA2	unreviewed	Q8GAA2_SYNE7	D-alanyl-D-alanine dipeptidase (D-Ala-D-Ala dipeptidase) (EC 3.4.13.22)	dpdX Synpcc7942_0432	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	232
ABB56465.1	Q8GMQ5	unreviewed	Q8GMQ5_SYNE7	Uncharacterized protein	sel0037 Synpcc7942_0433	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	402
ABB56466.1	Q8GMQ6	unreviewed	Q8GMQ6_SYNE7	Permease	sel0036 Synpcc7942_0434	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	335
ABB56467.1	Q31R52	unreviewed	Q31R52_SYNE7	TIGR03943 family protein	Synpcc7942_0435	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	251
ABB56468.1	Q8GMQ8	unreviewed	Q8GMQ8_SYNE7	HNH domain-containing protein	sel0034 Synpcc7942_0436	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	101
ABB56469.1	Q8GMQ9	unreviewed	Q8GMQ9_SYNE7	Glutathione peroxidase (Putative glutathione peroxidase)	sel0033 Synpcc7942_0437	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	188
ABB56470.1	Q31R49	unreviewed	Q31R49_SYNE7	Uncharacterized protein	Synpcc7942_0438	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	168
ABB56471.1	Q31R48	unreviewed	Q31R48_SYNE7	Magnesium protoporphyrin O-methyltransferase (EC 2.1.1.11)	Synpcc7942_0439	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	229
ABB56472.1	Q31R47	unreviewed	Q31R47_SYNE7	N-acetylglucosamine 6-phosphate deacetylase (EC 3.5.1.25)	Synpcc7942_0440	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	375
ABB56473.1	Q8GMR3	unreviewed	Q8GMR3_SYNE7	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	pur6 purE Synpcc7942_0441	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	222
ABB56474.1	Q31R45	unreviewed	Q31R45_SYNE7	Ammonium transporter	Synpcc7942_0442	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	497
ABB56475.1	Q8GMR4	unreviewed	Q8GMR4_SYNE7	SLH domain-containing protein	sek0027 Synpcc7942_0443	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	413
ABB56476.1	Q8GAA4	unreviewed	Q8GAA4_SYNE7	Uncharacterized protein	sek0026 Synpcc7942_0444	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	227
ABB56477.1	Q8GAA5	unreviewed	Q8GAA5_SYNE7	ABC-type dipeptide/oligopeptide/nickel transport systems permease components-like (Putative oligopeptide permease-like protein)	sek0025 Synpcc7942_0445	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	351
ABB56478.1	Q79AV0	unreviewed	Q79AV0_SYNE7	30S ribosomal protein S14	sek0024 rps14 rpsN Synpcc7942_0446	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	100
ABB56479.1	Q8GMR5	unreviewed	Q8GMR5_SYNE7	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	end3 nth Synpcc7942_0447	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	228
ABB56480.1	Q31R39	unreviewed	Q31R39_SYNE7	Zinc metalloprotease (EC 3.4.24.-)	Synpcc7942_0448	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	364
ABB56481.1	Q8GMR7	reviewed	SYS_SYNE7	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS Synpcc7942_0449 sek0021	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	428
ABB56482.1	Q8GMR8	unreviewed	Q8GMR8_SYNE7	NifU-like protein (Putative NifU-like protein)	sek0020 Synpcc7942_0450	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	81
ABB56483.1	Q8GMR9	unreviewed	Q8GMR9_SYNE7	Esterase (Putative serine esterase)	sel0019 Synpcc7942_0451	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	209
ABB56484.1	Q31R35	unreviewed	Q31R35_SYNE7	DUF3155 domain-containing protein	Synpcc7942_0452	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	159
ABB56485.1	Q31R34	unreviewed	Q31R34_SYNE7	histidine kinase (EC 2.7.13.3)	Synpcc7942_0453	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	404
ABB56486.1	Q8GMS2	reviewed	COBS_SYNE7	Adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26) (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)	cobS Synpcc7942_0454 sek0016	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	251
ABB56487.1	Q8GAA6	reviewed	TGT_SYNE7	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt Synpcc7942_0455 sel0015	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	384
ABB56488.1	Q79AV1	reviewed	PSBK_SYNE7	Photosystem II reaction center protein K (PSII-K)	psbK Synpcc7942_0456 sel0014	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	45
ABB56489.1	Q8GMS3	unreviewed	Q8GMS3_SYNE7	Uncharacterized protein	sel0013 Synpcc7942_0457	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	205
ABB56490.1	Q31R29	unreviewed	Q31R29_SYNE7	S-formylglutathione hydrolase (EC 3.1.2.12)	Synpcc7942_0458	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	278
ABB56491.1	Q31R28	unreviewed	Q31R28_SYNE7	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	Synpcc7942_0459	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	369
ABB56492.1	Q8GMS6	unreviewed	Q8GMS6_SYNE7	Acetyltransferase (Putative acetyltransferase)	sek0010 Synpcc7942_0460	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	157
ABB56493.1	Q8GMS7	unreviewed	Q8GMS7_SYNE7	Uncharacterized protein	sek0009 Synpcc7942_0461	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	145
ABB56494.1	Q31R25	unreviewed	Q31R25_SYNE7	DUF924 domain-containing protein	Synpcc7942_0462	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	195
ABB56495.1	Q31R24	unreviewed	Q31R24_SYNE7	Protein tyrosine phosphatase	Synpcc7942_0463	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	163
ABB56496.1	Q8GMT0	reviewed	Y464_SYNE7	Nucleoid-associated protein Synpcc7942_0464	Synpcc7942_0464 sek0006	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	113
