Experiment,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,R1,R2,Swift,publication,biosample_strain,biosample_genotype,project,condition,reference_condition,post_induction_time,strain_description,base_media,carbon_source,carbon_ml/min,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,entrainment,post_entrainment_condition,growth_phase,OD_wavelength,OD,fluorescent light,light_flux_umol/m2/s,skip,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation
SRX259793,SRR807412,2015-07-22 17:03:15,2015-11-15 03:56:20,23108719,2333980619,0,101,1481,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-run-32/SRR000/807/SRR807412/SRR807412.2,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP020509,PRJNA196229,2,196229,SRS408069,SAMN01999016,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM1113876,,,,,,,no,,,,,GEO,SRA072537,,public,A9EC7D4892A3615565280A611B839E25,DCF33DF8703B303FF965AA8F191CED1A,,,,23919451,SE02,"delta-aas, 'tesA",FFA,del_ass_tesA_240h,wt_100h,240h,mutant_del_aas(acyl-ACP Synthase)_add_thioesterase,solid BG-11/agar,CO2,1.00%,FeNH4 citrate,0.1M IPTG,aerobic,spectinomycin dihydrochloride pentahydrate; kanamycin monosulfate,1 mM sodium thiosulfate,30 C,Not reported,Not reported,,730,0.15,cool white; plant,60,,True,True,True
SRX3159653,SRR6004392,2017-12-15 12:46:17,2017-09-05 11:15:58,14911780,745589000,0,50,443,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004392.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117070,PRJNA401742,2,401742,SRS2490787,SAMN07604667,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771773,,,,,,,no,,,,,GEO,SRA605278,,public,AF464310E507274652ED1AF9AC624790,610D6388FEDF1A4F7DC34DBCDA5F0F83,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,wild type,ppGpp,0wt_dawn_000,0wt_dawn_000,CT = 0; 0m,wild type,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3159654,SRR6004393,2017-12-15 12:46:17,2017-09-05 11:16:36,18769338,938466900,0,50,554,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004393.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117070,PRJNA401742,2,401742,SRS2490788,SAMN07604666,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771774,,,,,,,no,,,,,GEO,SRA605278,,public,581E6BFE446CF901635C4C264CCD6D95,C957353132453B60DE1C8089D765014F,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,wild type,ppGpp,0wt_dawn_000,0wt_dawn_000,CT = 0; 0m,wild type,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3159655,SRR6004394,2017-12-15 12:46:17,2017-09-05 11:16:12,16627313,831365650,0,50,497,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004394.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117070,PRJNA401742,2,401742,SRS2490789,SAMN07604665,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771775,,,,,,,no,,,,,GEO,SRA605278,,public,96BB24D3AD64D97B232D6BC3AA26109A,F0E51AE43AF07AC636953DF392C31B73,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,wild type,ppGpp,0wt_dusk_000,0wt_dawn_000,CT = 12; 0m,wild type,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3159656,SRR6004395,2017-12-15 12:46:17,2017-09-05 11:15:37,10827488,541374400,0,50,318,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004395.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117070,PRJNA401742,2,401742,SRS2490790,SAMN07604664,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771776,,,,,,,no,,,,,GEO,SRA605278,,public,BA02C230BB8AF19D568575434815216D,8A99D891321F731272381463869F4B88,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,wild type,ppGpp,0wt_dusk_000,0wt_dawn_000,CT = 12; 0m,wild type,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3159657,SRR6004396,2017-12-15 12:46:17,2017-09-05 11:15:47,12286581,614329050,0,50,369,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004396.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117070,PRJNA401742,2,401742,SRS2490791,SAMN07604663,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771777,,,,,,,no,,,,,GEO,SRA605278,,public,2BD0849954D607D57EF19BCCDC859316,E37C68168B5A1DC899EDD2FDDE3EBF6F,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel-,ppGpp,1rel_dawn_000,0wt_dawn_000,CT = 0; 0m,rel-,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3159658,SRR6004397,2017-12-15 12:46:17,2017-09-05 11:16:09,13874664,693733200,0,50,409,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004397.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117070,PRJNA401742,2,401742,SRS2490792,SAMN07604662,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771778,,,,,,,no,,,,,GEO,SRA605278,,public,1EAFECE285B7F666C2A07FCE53C40305,731FF84A2F2651B9BE4F854AB3978800,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel-,ppGpp,1rel_dawn_000,0wt_dawn_000,CT = 0; 0m,rel-,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3159659,SRR6004398,2017-12-15 12:46:17,2017-09-05 11:16:20,16938257,846912850,0,50,507,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004398.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117070,PRJNA401742,2,401742,SRS2490795,SAMN07604661,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771779,,,,,,,no,,,,,GEO,SRA605278,,public,5C23F5ADD0FF502F116A254E4B9D77FC,19A38FFA176E41EDC515D216D9D725A4,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel-,ppGpp,1rel_dusk_000,0wt_dawn_000,CT = 12; 0m,rel-,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3159660,SRR6004399,2017-12-15 12:46:17,2017-09-05 11:16:30,16587665,829383250,0,50,484,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004399.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117070,PRJNA401742,2,401742,SRS2490793,SAMN07604660,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771780,,,,,,,no,,,,,GEO,SRA605278,,public,B01290D171A87BC070AA53EA7510B010,37823241956934D8E0171699626F6CE0,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel-,ppGpp,1rel_dusk_000,0wt_dawn_000,CT = 12; 0m,rel-,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3159661,SRR6004402,2017-12-15 12:59:15,2017-09-05 11:16:19,18128276,906413800,0,50,380,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004402.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117071,PRJNA401777,2,401777,SRS2490794,SAMN07604659,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771781,,,,,,,no,,,,,GEO,SRA605279,,public,1D9F3D7CFC4A2DDA1424D403407BE8CE,B31BC5E48CDF88C26DEB1D83756DFA2D,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- + relA+,ppGpp,2rel_relA+_dawn_000,0wt_dawn_000,CT = 0; 0m,rel- + relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3159662,SRR6004403,2017-12-15 12:59:15,2017-09-05 11:16:57,21252494,1062624700,0,50,443,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004403.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117071,PRJNA401777,2,401777,SRS2490797,SAMN07604658,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771782,,,,,,,no,,,,,GEO,SRA605279,,public,64528595A01D8C3F1B69E57DCAEE38D7,F6CA9C954E7C382E3DC1226775BD5A68,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- + relA+,ppGpp,2rel_relA+_dawn_000,0wt_dawn_000,CT = 0; 0m,rel- + relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3159663,SRR6004404,2017-12-15 12:59:15,2017-09-05 11:16:37,17171120,858556000,0,50,361,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004404.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117071,PRJNA401777,2,401777,SRS2490796,SAMN07604668,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771783,,,,,,,no,,,,,GEO,SRA605279,,public,BB66E8CAE4588958A7D2E4579CC4C1EF,1D661FA2A10C86D22EC7AB8C87CD2B5E,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- + relA+,ppGpp,2rel_relA+_dusk_000,0wt_dawn_000,CT = 12; 0m,rel- + relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3159664,SRR6004405,2017-12-15 12:59:15,2017-09-05 11:16:47,19459621,972981050,0,50,404,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004405.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117071,PRJNA401777,2,401777,SRS2490798,SAMN07604669,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771784,,,,,,,no,,,,,GEO,SRA605279,,public,DF912A20EA7E2BB1CF5C3C79E83783B6,842754201C6F3A354F035DA1568AD8D6,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- + relA+,ppGpp,2rel_relA+_dusk_000,0wt_dawn_000,CT = 12; 0m,rel- + relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3159665,SRR6004406,2017-12-15 12:59:15,2017-09-05 11:16:19,16040799,802039950,0,50,334,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004406.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117071,PRJNA401777,2,401777,SRS2490799,SAMN07604671,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771785,,,,,,,no,,,,,GEO,SRA605279,,public,8935BF49B4576D80FDEABF907F390082,09CD7F1D01E981096B4625BFBD80829C,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- + relAE335Q,ppGpp,3rel_relA-_dawn_000,0wt_dawn_000,CT = 0; 0m,rel- + relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3159666,SRR6004407,2017-12-15 12:59:15,2017-09-05 11:16:34,17278594,863929700,0,50,360,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004407.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117071,PRJNA401777,2,401777,SRS2490800,SAMN07604670,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771786,,,,,,,no,,,,,GEO,SRA605279,,public,27A80109802A28F42D54F0271A9D2D4A,56280EE782E8790E5610B5903233B42E,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- + relAE335Q,ppGpp,3rel_relA-_dawn_000,0wt_dawn_000,CT = 0; 0m,rel- + relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3159667,SRR6004408,2017-12-15 12:59:15,2017-09-05 11:16:12,13327653,666382650,0,50,276,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004408.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117071,PRJNA401777,2,401777,SRS2490801,SAMN07604673,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771787,,,,,,,no,,,,,GEO,SRA605279,,public,788424AD9E46FA729404ED1B398DEE47,B8751F2CE802874E164B51D0EA2FAC66,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- + relAE335Q,ppGpp,3rel_relA-_dusk_000,0wt_dawn_000,CT = 12; 0m,rel- + relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3159668,SRR6004409,2017-12-15 12:59:15,2017-09-05 11:16:32,17028987,851449350,0,50,355,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/004/SRR6004409.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117071,PRJNA401777,2,401777,SRS2490802,SAMN07604672,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2771788,,,,,,,no,,,,,GEO,SRA605279,,public,9C804054406401C864A43B84B6A5D7B9,1781F5CEA1551E5982461C3DC6E5CF50,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,rel- + relAE335Q,ppGpp,3rel_relA-_dusk_000,0wt_dawn_000,CT = 12; 0m,rel- + relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3172761,SRR6021718,2017-12-15 12:47:07,2017-09-08 13:59:28,9648458,482422900,0,50,304,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/021/SRR6021718.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117169,PRJNA403840,2,403840,SRS2502705,SAMN07625319,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2777217,,,,,,,no,,,,,GEO,SRA606632,,public,68D3011B94B5491FE342FE16D91BDF0F,DC30CB4F6E69536A43861D9BF1F11FBB,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,wild type + relA+,ppGpp,2wt_relA+_dusk_000_theo,0wt_dawn_000,0m,wild type + relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3172762,SRR6021719,2017-12-15 12:47:07,2017-09-08 14:00:13,13333991,666699550,0,50,421,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/021/SRR6021719.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117169,PRJNA403840,2,403840,SRS2502706,SAMN07625350,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2777218,,,,,,,no,,,,,GEO,SRA606632,,public,97A5DCD50531A10F963D0FE10250BE68,E9E2EBE6B802D94817602F3575DBA1CF,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,wild type + relA+,ppGpp,2wt_relA+_dusk_030_theo,0wt_dawn_000,30m,wild type + relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3172763,SRR6021720,2017-12-15 12:47:07,2017-09-08 14:01:14,15104219,755210950,0,50,474,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/021/SRR6021720.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117169,PRJNA403840,2,403840,SRS2502707,SAMN07625349,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2777219,,,,,,,no,,,,,GEO,SRA606632,,public,5D5D71A185737302AB578571FC4421FA,F3EE2E34C9CF289E139D32E5002434ED,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,wild type + relA+,ppGpp,2wt_relA+_dusk_060_theo,0wt_dawn_000,1h,wild type + relA+,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3172764,SRR6021721,2017-12-15 12:47:07,2017-09-08 14:01:40,16923984,846199200,0,50,536,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/021/SRR6021721.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117169,PRJNA403840,2,403840,SRS2502708,SAMN07625348,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2777220,,,,,,,no,,,,,GEO,SRA606632,,public,99BA2859D31D12253CAC2DCB9B1B0361,F51EF424B82C99518A9CEC24ABBAC50A,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,wild type + relAE335Q,ppGpp,3wt_relA-_dusk_000_theo,0wt_dawn_000,0m,wild type + relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3172765,SRR6021722,2017-12-15 12:47:07,2017-09-13 15:32:26,14040791,702039550,0,50,447,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/021/SRR6021722.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117169,PRJNA403840,2,403840,SRS2502709,SAMN07625347,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2777221,,,,,,,no,,,,,GEO,SRA606632,,public,5E063DE55B44EAA030365618A54BE144,ECF9F527FF049B9AEC46991077EB8D99,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,wild type + relAE335Q,ppGpp,3wt_relA-_dusk_030_theo,0wt_dawn_000,30m,wild type + relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3172766,SRR6021723,2017-12-15 12:47:07,2017-09-08 14:01:13,13107597,655379850,0,50,415,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/021/SRR6021723.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117169,PRJNA403840,2,403840,SRS2502710,SAMN07625346,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2777222,,,,,,,no,,,,,GEO,SRA606632,,public,E4C0BF4328CF1736530111B8AFE7ABAA,0E7F2979E7A6BBB1B6555418F13C39E5,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,wild type + relAE335Q,ppGpp,3wt_relA-_dusk_060_theo,0wt_dawn_000,1h,wild type + relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3176780,SRR6026319,2017-12-15 12:47:05,2017-09-11 13:17:52,16703814,835190700,0,50,348,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026319.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117265,PRJNA404081,2,404081,SRS2506475,SAMN07629690,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2779437,,,,,,,no,,,,,GEO,SRA607160,,public,01FD8BAFEF19CDBF2F64B1290B69289E,CA2449595B1FF60F00F99B5FA9BA8E8E,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,wild type replicate 1,ppGpp,0wt_dusk_000,0wt_dawn_000,0m,wild type replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3176781,SRR6026320,2017-12-15 12:47:05,2017-09-11 13:17:22,15219015,760950750,0,50,317,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026320.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117265,PRJNA404081,2,404081,SRS2506476,SAMN07629689,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2779438,,,,,,,no,,,,,GEO,SRA607160,,public,F0DAAFB823D78664EDBAEF46D5978A65,D3533D62120078876F2F0BFD34185805,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,wild type replicate 1,ppGpp,0wt_dark_005,0wt_dawn_000,5m,wild type replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3176782,SRR6026321,2017-12-15 12:47:05,2017-09-11 13:17:06,10893187,544659350,0,50,226,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026321.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117265,PRJNA404081,2,404081,SRS2506477,SAMN07629688,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2779439,,,,,,,no,,,,,GEO,SRA607160,,public,181378763075F815C41449D2712E4DF1,00B85F16C556071B84A4C666BF3526A1,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,wild type replicate 1,ppGpp,0wt_dark_015,0wt_dawn_000,15m,wild type replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
SRX3176783,SRR6026322,2017-12-15 12:47:05,2017-09-11 13:19:18,17146733,857336650,0,50,357,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/026/SRR6026322.sralite.1,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP117265,PRJNA404081,2,404081,SRS2506478,SAMN07629687,simple,1140,Synechococcus elongatus PCC 7942 = FACHB-805,GSM2779440,,,,,,,no,,,,,GEO,SRA607160,,public,7DB189889F390AC40A271B7B496E4342,BACE51743982DA6110BAEA2377FB4477,,,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,PCC 7942,wild type replicate 1,ppGpp,0wt_dark_030,0wt_dawn_000,30m,wild type replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,two cycles dark/light/dark,constant light; harvested at dawn and dusk,,750,0.015,cool,40,,True,True,True
