Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	Swift	publication	biosample_strain	biosample_genotype	project	condition	reference_condition	post_induction_time	strain_description	base_media	carbon_source	carbon_ml/min	nitrogen_source	inducer_agent	aerobicity	inoculation	supplement	temperature	entrainment	post_entrainment_condition	growth_phase	OD_wavelength	OD	fluorescent light	intensity	light_flux_umol/m2/s	skip	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	full_name	passed_replicate_correlations
SRX3211346	SRR6069422	2017-12-18 09:18:11	2017-09-25 11:59:10	8780350.0	439017500.0	0.0	50.0	223.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069422.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536108	SAMN07693168	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792432							no					GEO	SRA612636		public	7C9ED40084379C3795E282153E1750B1	F364BCCB2CDF571608A399972E5A1022				29239721	PCC 7942	WT	light_1	HP_60mLL_dawn_10h	HP_dawn_8h	10h since dawn, Time 60 min return	WT	BG-11												750.0	0.3					True	True	True	light_1:HP_60mLL_dawn_10h	True
SRX3211347	SRR6069423	2017-12-18 09:18:11	2017-09-25 11:59:21	8012684.0	400634200.0	0.0	50.0	192.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069423.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536110	SAMN07693167	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792433							no					GEO	SRA612636		public	0C9C11393E03A13E2C0A4406533C15DF	2E27276CF5CDD94508287CA1FC3532C1				29239721	PCC 7942	WT	light_2	SP_dawn_8h	SP_dawn_8h	8h since dawn, Time 0	WT	BG-11												750.0	0.3					True	True	True	light_2:SP_dawn_8h	True
SRX3211348	SRR6069424	2017-12-18 09:18:11	2017-09-25 11:59:31	8497514.0	424875700.0	0.0	50.0	207.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069424.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536109	SAMN07693166	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792434							no					GEO	SRA612636		public	FEC5627DD72BA0701472D98060D8B090	44D1A9C13E40A81EFD955269D2E0C209				29239721	PCC 7942	WT	light_2	SP_dawn_8h	SP_dawn_8h	8h since dawn, Time 0	WT	BG-11												750.0	0.3					True	True	True	light_2:SP_dawn_8h	True
SRX3211349	SRR6069425	2017-12-18 09:18:11	2017-09-25 11:59:36	10515376.0	525768800.0	0.0	50.0	252.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069425.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536111	SAMN07693165	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792435							no					GEO	SRA612636		public	FC8A43D94D30C41C214B2A6165879349	C19C1E497DC352799EF4113739467A60				29239721	PCC 7942	WT	light_2	SP_15m_dawn_8.25h	SP_dawn_8h	8.25h since dawn, Time 15 min	WT	BG-11												750.0	0.3					True	True	True	light_2:SP_15m_dawn_8.25h	True
SRX3211350	SRR6069426	2017-12-18 09:18:11	2017-09-25 11:59:19	7924537.0	396226850.0	0.0	50.0	192.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069426.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536113	SAMN07693164	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792436							no					GEO	SRA612636		public	20A7D8B3FA79793BC55F1BFB63A46872	3F6510BD469A2CBC8C039E7127DDC762				29239721	PCC 7942	WT	light_2	SP_15m_dawn_8.25h	SP_dawn_8h	8.25h since dawn, Time 15 min	WT	BG-11												750.0	0.3					True	True	True	light_2:SP_15m_dawn_8.25h	True
SRX3211351	SRR6069427	2017-12-18 09:18:11	2017-09-25 11:59:34	7135837.0	356791850.0	0.0	50.0	173.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069427.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536112	SAMN07693155	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792437							no					GEO	SRA612636		public	54F0402B8ED6A09F0BF5FD934B88D31F	B16C5F43C798255806DE7DA9E3CD447C				29239721	PCC 7942	WT	light_2	SP_30m_dawn_8.5h	SP_dawn_8h	8.5h since dawn, Time 30 min	WT	BG-11												750.0	0.3					True	True	True	light_2:SP_30m_dawn_8.5h	True
SRX3211352	SRR6069428	2017-12-18 09:18:11	2017-09-25 11:59:15	7339018.0	366950900.0	0.0	50.0	179.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069428.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536114	SAMN07693202	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792438							no					GEO	SRA612636		public	D5ADE44B62FA740BEF83DEEE2904FFF2	F4C6A8C2999B3FA0983A8E291F11EBA2				29239721	PCC 7942	WT	light_2	SP_30m_dawn_8.5h	SP_dawn_8h	8.5h since dawn, Time 30 min	WT	BG-11												750.0	0.3					True	True	True	light_2:SP_30m_dawn_8.5h	True
SRX3211353	SRR6069429	2017-12-18 09:18:11	2017-09-25 11:59:30	8596082.0	429804100.0	0.0	50.0	207.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069429.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536115	SAMN07693196	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792439							no					GEO	SRA612636		public	679EE22C85D606A6A0C38D4CAF19F2D8	1AB0F44232666F0421DF6D75E6B5145C				29239721	PCC 7942	WT	light_2	SP_60m_dawn_9h	SP_dawn_8h	9h since dawn, time 60 min	WT	BG-11												750.0	0.3					True	True	True	light_2:SP_60m_dawn_9h	True
SRX3211354	SRR6069430	2017-12-18 09:18:11	2017-09-25 11:59:26	7364811.0	368240550.0	0.0	50.0	179.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069430.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536116	SAMN07693201	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792440							no					GEO	SRA612636		public	8436786A1FA614AD88702CCFA2852F1A	C4DCB764E8658515938FA0E08B753780				29239721	PCC 7942	WT	light_2	SP_60m_dawn_9h	SP_dawn_8h	9h since dawn, time 60 min	WT	BG-11												750.0	0.3					True	True	True	light_2:SP_60m_dawn_9h	True
SRX3211355	SRR6069431	2017-12-18 09:18:11	2017-09-25 11:59:19	7655733.0	382786650.0	0.0	50.0	184.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069431.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536117	SAMN07693200	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792441							no					GEO	SRA612636		public	FCA5CFDEF0FAAD96246FB22F6DD54D6B	DC0B4689FEDBD6C070BD5AD82D7209E9				29239721	PCC 7942	WT	light_2	SP_15m_dawn_9.25h	SP_dawn_8h	9.25h since dawn, Time 15 min	WT	BG-11												750.0	0.3					True	True	True	light_2:SP_15m_dawn_9.25h	True
SRX3211356	SRR6069432	2017-12-18 09:18:11	2017-09-25 11:59:10	6415983.0	320799150.0	0.0	50.0	157.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069432.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536118	SAMN07693199	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792442							no					GEO	SRA612636		public	D85419304F1A52C7C9D6A9008F6CE224	8546D9C205C97D1D8FF5A2D746FE798F				29239721	PCC 7942	WT	light_2	SP_15m_dawn_9.25h	SP_dawn_8h	9.25h since dawn, Time 15 min	WT	BG-11												750.0	0.3					True	True	True	light_2:SP_15m_dawn_9.25h	True
SRX3211357	SRR6069433	2017-12-18 09:18:11	2017-09-25 11:59:22	8357692.0	417884600.0	0.0	50.0	201.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069433.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536119	SAMN07693198	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792443							no					GEO	SRA612636		public	6664AB7920F11D05CD65E6613F192258	2B7B5C340C5CA9129DDF575EF89D4276				29239721	PCC 7942	WT	light_2	SP_30mCD_dawn_9.5h	SP_dawn_8h	9.5h since dawn, Time 30 min return	WT	BG-11												750.0	0.3					True	True	True	light_2:SP_30mCD_dawn_9.5h	True
SRX3211358	SRR6069434	2017-12-18 09:18:11	2017-09-25 11:59:30	7953940.0	397697000.0	0.0	50.0	193.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069434.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536120	SAMN07693197	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792444							no					GEO	SRA612636		public	957DE1F6C0E9481CF57757705DBE39D5	050716B7F01D4517C61B6DB9AEBB3B7C				29239721	PCC 7942	WT	light_2	SP_30mCD_dawn_9.5h	SP_dawn_8h	9.5h since dawn, Time 30 min return	WT	BG-11												750.0	0.3					True	True	True	light_2:SP_30mCD_dawn_9.5h	True
SRX3211359	SRR6069435	2017-12-18 09:18:11	2017-09-25 11:59:43	9534363.0	476718150.0	0.0	50.0	230.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069435.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536121	SAMN07693195	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792445							no					GEO	SRA612636		public	404BE76ED3EB4A5592E8670C768F194E	71781CEE49544F6950510985FE78737F				29239721	PCC 7942	WT	light_2	SP_60mCD_dawn_10h	SP_dawn_8h	10h since dawn, Time 60 min return	WT	BG-11												750.0	0.3					True	True	True	light_2:SP_60mCD_dawn_10h	True
SRX3211360	SRR6069436	2017-12-18 09:18:11	2017-09-25 11:59:24	8234970.0	411748500.0	0.0	50.0	200.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/069/SRR6069436.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	SRP118803	PRJNA412032	2.0	412032.0	SRS2536122	SAMN07693194	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2792446							no					GEO	SRA612636		public	CD49815F2473864692B6FD6E1355D0DC	0437C44BC19F9879243066EB3FA86BF1				29239721	PCC 7942	WT	light_2	SP_60mCD_dawn_10h	SP_dawn_8h	10h since dawn, Time 60 min return	WT	BG-11												750.0	0.3					True	True	True	light_2:SP_60mCD_dawn_10h	True
SRX3312459	SRR6202543	2017-12-15 12:51:12	2017-10-23 09:43:50	11883392.0	594169600.0	0.0	50.0	240.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202543.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618423	SAMN07822189	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827746							no					GEO	SRA622643		public	C9309375E21E7DA49EFF45C55F3AC2C8	095CB7ED7353E53DA840E7380EE03EE3				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_2	rel_relA+_dusk_000	wt_dusk_000	0m	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_2:rel_relA+_dusk_000	True
SRX3312460	SRR6202544	2017-12-15 12:51:13	2017-10-23 09:43:26	11526816.0	576340800.0	0.0	50.0	234.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202544.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618422	SAMN07822188	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827747							no					GEO	SRA622643		public	6F9B39091F2C4E21571553A7A5E273D1	F7F379D2C0F7602DAB6F820698AA1384				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_005	wt_dark_005	5m	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_005	True
SRX3312461	SRR6202545	2017-12-15 12:51:13	2017-10-23 09:43:45	13749738.0	687486900.0	0.0	50.0	277.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202545.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618424	SAMN07822187	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827748							no					GEO	SRA622643		public	CB18A1FE037AF161A52508EE368C575F	F72E90A8E26DA4CF064F6926213846CA				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_015	wt_dark_005	15m	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_015	True
SRX3312462	SRR6202546	2017-12-15 12:51:13	2017-10-23 09:43:44	12961510.0	648075500.0	0.0	50.0	262.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202546.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618453	SAMN07822186	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827749							no					GEO	SRA622643		public	8DFA7049BB75DCAAA050BA7DDFBDF85A	C0D4EE177CD754218D16B857DEF9758D				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_030	wt_dark_005	30m	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_030	True
SRX3312463	SRR6202547	2017-12-15 12:51:13	2017-10-23 09:44:02	13282490.0	664124500.0	0.0	50.0	268.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202547.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618425	SAMN07822185	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827750							no					GEO	SRA622643		public	0487DCB8703A277EFA95C1E0790257EE	A0F313CBAC3E77A581693B228BD80F9F				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_060	wt_dark_005	1h	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_060	True
SRX3312464	SRR6202548	2017-12-15 12:51:13	2017-10-23 09:44:11	17158758.0	857937900.0	0.0	50.0	348.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202548.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618426	SAMN07822184	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827751							no					GEO	SRA622643		public	B1F87A3C0FFF13B54A2D8B60787158C9	8CC6BD59A641F3EE60BF4E1C71852BE3				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_120	wt_dark_005	2h	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_120	True
SRX3312465	SRR6202549	2017-12-15 12:51:13	2017-10-23 09:43:31	11728914.0	586445700.0	0.0	50.0	247.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202549.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618427	SAMN07822183	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827752							no					GEO	SRA622643		public	3DF5E9A22E13140221BCB458C6C728C8	0EA0533591ACDD5A55532F5238759323				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_240	wt_dark_005	4h	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_240	True
SRX3312466	SRR6202550	2017-12-15 12:51:13	2017-10-23 09:43:40	9346598.0	467329900.0	0.0	50.0	190.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202550.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618428	SAMN07822182	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827753							no					GEO	SRA622643		public	C4B6EAA348497C0C831861234CFE02B7	BECB81FEC505FC1022D7CC70BC12FDB9				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_480	wt_dark_005	8h	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_480	True
SRX3312467	SRR6202551	2017-12-15 12:51:13	2017-10-23 09:43:42	12069817.0	603490850.0	0.0	50.0	247.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202551.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618429	SAMN07822181	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827754							no					GEO	SRA622643		public	25DB00AACE414039FFC927B9516474AF	776DF10F966B544E6ED6702009761215				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relA+	ppGpp_6	rel_relA+_dark_720	wt_dark_005	12h	rel- relA+	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relA+_dark_720	True
SRX3312468	SRR6202552	2017-12-15 12:51:13	2017-10-23 09:42:05	10765492.0	538274600.0	0.0	50.0	223.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202552.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618430	SAMN07822180	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827755							no					GEO	SRA622643		public	0D0E0522010B06E22F9FDAC93A54A00D	9A66A29BDAA1F9375FF35EFC5155E5BD				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_000	wt_dark_005	0h	rel- relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_000	True
SRX3312469	SRR6202553	2017-12-15 12:51:13	2017-10-23 09:41:47	12610356.0	630517800.0	0.0	50.0	263.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202553.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618431	SAMN07822179	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827756							no					GEO	SRA622643		public	B3C6F071E52A147CFDA3212F2CC5763A	561A6AFC1AE18DA31E78419C66994586				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_005	wt_dark_005	5m	rel- relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_005	True
SRX3312470	SRR6202554	2017-12-15 12:51:13	2017-10-23 09:43:52	25812370.0	1290618500.0	0.0	50.0	532.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202554.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618432	SAMN07822177	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827757							no					GEO	SRA622643		public	9A4DC69C717BDFC07F0819BC64D881D9	AEFFAEF2BD94FAB09E6DB67F38433081				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_015	wt_dark_005	15m	rel- relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_015	True
SRX3312471	SRR6202555	2017-12-15 12:51:13	2017-10-23 09:43:20	17215541.0	860777050.0	0.0	50.0	357.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202555.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618433	SAMN07822176	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827758							no					GEO	SRA622643		public	1AF08100AE1B702B839088C758361443	2F813623F0CD28C7A143EF5E2349CC6E				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_030	wt_dark_005	30m	rel- relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_030	True
SRX3312472	SRR6202556	2017-12-15 12:51:13	2017-10-23 09:42:33	17557964.0	877898200.0	0.0	50.0	365.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/202/SRR6202556.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	SRP120955	PRJNA415380	2.0	415380.0	SRS2618434	SAMN07822175	simple	1140.0	Synechococcus elongatus PCC 7942 = FACHB-805	GSM2827759							no					GEO	SRA622643		public	0917095F65635C26C7718B294CD3BAF7	2006C996A1F35F9019C59224EDCF07CC				https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9	PCC 7942	rel- relAE335Q	ppGpp_6	rel_relAE335Q_dark_060	wt_dark_005	1h	rel- relAE335Q	BG-11				theophylline	aerobic			30 C	two cycles dark/light/dark	constant light; harvested at dawn and dusk		750.0	0.015	cool		40		True	True	True	ppGpp_6:rel_relAE335Q_dark_060	True
